,state,rep_votes_share,dem_votes_share,maskActual,predR,predRMask,year,margin,error margin,predMargin,errors
26,North Carolina,0.5446557764213691,0.4553442235786309,1,0.54538155,1,2010,0.08931155284273817,0.0007257695991387259,0.09076309,1.0
27,North Dakota,0.5492079341976103,0.4507920658023897,1,0.54849213,1,2010,0.0984158683952206,0.0007158005802091472,0.09698427,1.0
28,Nebraska,0.7045734785504071,0.2954265214495929,1,0.70267546,1,2010,0.40914695710081417,0.0018980167813030802,0.40535092,1.0
29,New Hampshire,0.5268920542303072,0.4589279789485727,1,0.5234145,1,2010,0.06796407528173448,0.0034775616231904616,0.046828985,1.0
30,New Jersey,0.5066160674208546,0.491940845929137,1,0.5073574,1,2010,0.014675221491717627,0.0007413511162852604,0.014714837,1.0
31,New Mexico,0.4841775175102363,0.5158224824897637,0,0.4853875,0,2010,-0.0316449649795274,0.0012099865905632612,-0.029224992,-1.0
32,Nevada,0.524249754649196,0.4662545457746117,1,0.523801,1,2010,0.057995208874584314,0.0004487259207108796,0.047602057,1.0
33,New York,0.3827403679113276,0.6172596320886724,0,0.38373843,0,2010,-0.2345192641773448,0.000998060442935711,-0.23252317,-1.0
34,Ohio,0.5556746436761637,0.4360552276572416,1,0.5575018,1,2010,0.11961941601892212,0.0018271492315511395,0.115003586,1.0
35,Oklahoma,0.6552031577088956,0.2799137430956644,1,0.65616506,1,2010,0.3752894146132312,0.000961905672299479,0.31233013,1.0
36,Oregon,0.4697080834684534,0.5243008787808595,0,0.4697757,0,2010,-0.05459279531240613,6.762306116392391e-05,-0.060448617,-1.0
37,Pennsylvania,0.5179453751717131,0.4792567988215928,1,0.5180248,1,2010,0.03868857635012035,7.9427036233648e-05,0.036049604,1.0
38,Rhode Island,0.3789536841351148,0.5543545748707478,0,0.37994298,0,2010,-0.17540089073563297,0.0009892992537859358,-0.240114,-1.0
39,South Carolina,0.5838753770556552,0.4161246229443448,1,0.5841663,1,2010,0.16775075411131035,0.0002909113201993163,0.16833258,1.0
40,South Dakota,0.4811850005948169,0.4589138016316768,0,0.4832741,0,2010,0.022271198963140115,0.0020891016161816434,-0.033451796,-1.0
41,Tennessee,0.6125750423315717,0.3473286212735389,1,0.6130853,1,2010,0.26524642105803276,0.000510287201051618,0.22617066,1.0
42,Texas,0.6752161133227987,0.3201764718480286,1,0.67279005,1,2010,0.35503964147477013,0.002426062816206942,0.3455801,1.0
43,Utah,0.6417691909948211,0.3582308090051789,1,0.6423908,1,2010,0.2835383819896422,0.0006215966066498435,0.28478158,1.0
44,Virginia,0.5544545291359078,0.4259111749351164,1,0.55315083,1,2010,0.12854335420079138,0.0013036964828621045,0.106301665,1.0
45,Vermont,0.3249628901847197,0.655029709118594,0,0.32589424,0,2010,-0.33006681893387435,0.0009313463799165422,-0.34821153,-1.0
46,Washington,0.4578373313963126,0.5229076767891058,0,0.46027923,0,2010,-0.06507034539279316,0.002441894906787978,-0.07944155,-1.0
